Region,Sub Region,Country,Year,theft_count,Theft_private_cars_count,prison_count,burglary_count,cjs_total_prosecuted,cjs_total_convicted,cjs_total_court,cjs_total_contact,homicide_count
Asia,Eastern Asia,Republic of Korea,2009,256418,7704,"48,228",111716,1196776,238320,287580,2519237,532
Asia,South-Eastern Asia,Indonesia,2009,25356,37506,0,63913,0,0,0,0,1311
Asia,South-Eastern Asia,Myanmar,2009,1898,7,"60,053",7,0,0,0,18107,879
Asia,South-Eastern Asia,Philippines,2009,101442,1879,0,0,381,0,453563,22627,9088
Asia,South-Eastern Asia,Singapore,2009,18998,1115,"13,428",942,0,0,21631,18773,20
Asia,South-Eastern Asia,Thailand,2009,50412,0,"213,094",0,673679,732360,734929,0,3703
Asia,Southern Asia,Bhutan,2009,348,0,0,395,0,0,0,0,16
Asia,Southern Asia,India,2009,324195,140027,"376,969",92070,2658788,711491,15383696,2849025,45824
Asia,Southern Asia,Maldives,2009,4008,578,0,168,3690,0,0,5081,6
Asia,Southern Asia,Sri Lanka,2009,11745,1427,"27,151",17827,0,0,0,51458,1099
Asia,Western Asia,Armenia,2009,3961,54,"4,313",2464,10889,3591,3598,10889,97
Asia,Western Asia,Azerbaijan,2009,3640,21,"20,651",99,0,14496,0,0,0
Asia,Western Asia,Cyprus,2009,1285,1627,578,2504,102179,62466,102179,9316,19
Asia,Western Asia,Georgia,2009,11473,0,"21,239",13131,20001,18354,18538,19362,210
Asia,Western Asia,Iraq (Central Iraq),2009,6494,0,"20,104",0,0,8548,18290,81506,2458
Asia,Western Asia,Jordan,2009,10662,2618,"7,206",4,371,0,0,0,102
Asia,Western Asia,Kuwait,2009,8129,45,"4,045",0,0,0,0,0,49
Asia,Western Asia,Lebanon,2009,27578,9268,"4,901",0,58904,0,0,109705,145
Asia,Western Asia,State of Palestine,2009,2847,0,"10,645",20,0,5552,1440,0,44
Asia,Western Asia,Turkey,2009,144374,30171,"115,920",85050,3154560,1288334,3070735,1269989,3692
Europe,Eastern Europe,Belarus,2009,82340,1229,"40,186",0,65350,62064,73310,73310,487
Europe,Eastern Europe,Bulgaria,2009,39808,4470,"9,006",23682,52883,40872,46008,55400,150
Europe,Eastern Europe,Czech Republic,2009,138369,14770,"21,853",54848,0,0,0,0,0
Europe,Eastern Europe,Hungary,2009,117232,8015,"15,432",37698,92640,86901,106065,143860,139
Europe,Eastern Europe,Poland,2009,190923,17271,"85,749",135383,557119,440225,962876,521699,387
Europe,Eastern Europe,Republic of Moldova,2009,9136,65,"6,535",3014,14070,7721,0,2106,246
Europe,Eastern Europe,Romania,2009,46431,2967,"26,716",11574,49743,34226,48743,235611,397
Europe,Eastern Europe,Russian Federation,2009,1188574,49288,"863,899",381211,0,892361,1181891,1219789,21371
Europe,Eastern Europe,Slovakia,2009,27770,3779,"9,316",15394,53413,30953,38974,54887,78
Europe,Eastern Europe,Ukraine,2009,175876,5184,"147,716",0,0,146383,178766,212090,2240
Europe,Northern Europe,Denmark,2009,187179,18680,"3,721",107140,394341,72000,86159,0,47
Europe,Northern Europe,Estonia,2009,23901,934,"3,555",0,11920,7881,0,15620,70
Europe,Northern Europe,Finland,2009,124421,12188,"3,589",19186,210456,206430,209595,298527,120
Europe,Northern Europe,Iceland,2009,5114,475,148,3524,0,0,0,4614,1
Europe,Northern Europe,Ireland,2009,63902,13129,"3,868",26910,90193,0,0,0,53
Europe,Northern Europe,Latvia,2009,27067,2096,"7,055",2876,12328,10702,0,23810,108
Europe,Northern Europe,Lithuania,2009,28412,1967,"8,655",0,17610,13050,21079,21327,252
Europe,Northern Europe,Norway,2009,133420,12014,"3,340",23676,26056,12196,0,34304,29
Europe,Northern Europe,Sweden,2009,385519,40359,"7,286",95824,145284,141577,0,124852,93
Europe,Northern Europe,United Kingdom (England and Wales),2009,1474291,117684,"81,836",540645,1682888,1399856,1682888,0,595
Europe,Northern Europe,United Kingdom (Northern Ireland),2009,25672,2936,"1,525",12699,0,39539,58568,0,29
Europe,Northern Europe,United Kingdom (Scotland),2009,106587,9304,"7,964",23774,66343,56428,66343,206537,82
Europe,Southern Europe,Albania,2009,3073,504,"4,667",169,11389,7670,9043,11989,85
Europe,Southern Europe,Andorra,2009,1004,0,55,148,732,210,267,2575,0
Europe,Southern Europe,Bosnia and Herzegovina,2009,5002,1738,0,12617,19273,17707,19365,25395,71
Europe,Southern Europe,Croatia,2009,12267,1828,"4,891",17080,0,26355,35014,32431,49
Europe,Southern Europe,Greece,2009,99369,26711,"11,364",63928,0,0,0,196694,152
Europe,Southern Europe,Holy See,2009,0,0, 	-   ,0,0,13,3,0,0
Europe,Southern Europe,Italy,2009,938916,213407,"65,598",0,1577949,252076,799275,869132,590
Europe,Southern Europe,Kosovo under UNSCR 1244,2009,13382,389,"1,325",5893,0,13415,18276,0,73
Europe,Southern Europe,Malta,2009,6843,401,494,1352,1844,0,15888,3669,4
Europe,Southern Europe,Montenegro,2009,605,51,"1,499",1673,7126,0,0,6637,21
Europe,Southern Europe,Portugal,2009,98660,22539,"11,287",49317,125260,78266,125260,240166,130
Europe,Southern Europe,Serbia,2009,14538,3295,"10,975",14201,63771,42782,52869,55583,154
Europe,Southern Europe,Slovenia,2009,27980,586,"1,365",15510,14511,8453,16442,19286,13
Europe,Southern Europe,Spain,2009,139750,77898,"76,079",191853,0,257148,0,334045,412
Europe,Southern Europe,The former Yugoslav Rep. of Macedonia,2009,5137,607,0,11500,0,0,0,0,0
Europe,Western Europe,Austria,2009,161394,9289,"8,708",107407,285550,37868,72398,246378,51
Europe,Western Europe,Belgium,2009,227721,21906,0,97121,635294,0,0,278531,189
Europe,Western Europe,France,2009,1175378,207947,"60,978",320418,0,703853,1109043,1174837,819
Europe,Western Europe,Germany,2009,1220994,87693,"72,295",386647,1056809,844520,1056809,2250339,803
Europe,Western Europe,Liechtenstein,2009,194,7,149,195,2967,0,208,1496,0
Europe,Western Europe,Luxembourg,2009,6660,419,702,2951,0,0,0,22457,5
Europe,Western Europe,Netherlands,2009,681465,21850,"14,364",283785,226509,114849,142403,423420,154
Europe,Western Europe,Switzerland,2009,125068,9223,"5,605",64268,0,98283,0,132907,51
Oceania,Australia and New Zealand,Australia,2009,478807,59649,"29,317",222664,0,332791,695331,375593,263
Oceania,Australia and New Zealand,New Zealand,2009,123151,21629,"8,546",61405,130046,99484,130046,238111,67
Africa,Eastern Africa,Kenya,2010,11986,803,"48,153",1789,0,0,394557,65943,1926
Africa,Eastern Africa,Madagascar,2010,58,50,"18,355",238,0,0,65065,35844,0
Africa,Eastern Africa,Mauritius,2010,10782,716,"2,449",1641,20830,25032,34050,26910,33
Africa,Eastern Africa,Uganda,2010,23429,1121,"31,230",8685,141049,0,0,33728,3160
Africa,Middle Africa,Cameroon,2010,16419,808,"23,766",593,0,0,0,0,999
Africa,Middle Africa,Sao Tome and Principe,2010,16,0,305,0,0,0,0,0,6
Africa,Northern Africa,Algeria,2010,51065,2247,"49,000",8715,1221489,11264,1255074,164277,254
Africa,Northern Africa,Egypt,2010,77157,4979,0,294,0,0,0,104407,1839
Africa,Southern Africa,Botswana,2010,29716,236,"7,005",5267,0,0,0,250087,303
Africa,Western Africa,Cabo Verde,2010,3751,0,0,0,0,0,0,15899,39
Africa,Western Africa,Nigeria,2010,20479,1826,"47,072",1572,0,0,0,109055,0
Africa,Western Africa,Senegal,2010,2503,0,"29,609",0,0,0,0,0,0
Americas,Caribbean,Bahamas,2010,1969,1240,"1,278",380,4287,0,0,4287,94
Americas,Caribbean,Barbados,2010,2067,110,910,1919,98,0,0,3063,31
Americas,Caribbean,Grenada,2010,961,0,438,912,5876,1097,0,5457,10
Americas,Caribbean,Puerto Rico,2010,26773,6769,"10,894",17494,0,0,0,0,1017
Americas,Caribbean,St. Kitts and Nevis,2010,533,0,0,810,0,0,0,0,0
Americas,Caribbean,St. Vincent and the Grenadines,2010,1901,59,0,1724,0,0,0,0,0
Americas,Caribbean,Trinidad and Tobago,2010,4089,1371,"3,691",5256,4114,32,233,4114,473
Americas,Central America,Belize,2010,836,138,"2,322",1018,0,0,0,4674,129
Americas,Central America,Costa Rica,2010,20247,4980,"10,541",18825,235566,6039,9895,0,527
Americas,Central America,El Salvador,2010,9676,999,"24,662",732,54697,0,0,64763,3987
Americas,Central America,Guatemala,2010,6513,10676,"11,148",1791,252630,4789,95043,40602,5960
Americas,Central America,Honduras,2010,4478,2838,"11,770",0,0,0,0,0,6236
Americas,Central America,Mexico,2010,132068,229965,"188,013",191575,212092,142364,158164,0,25757
Americas,Central America,Nicaragua,2010,10453,388,"6,789",0,0,6789,0,50858,785
Americas,Central America,Panama,2010,18262,280,"12,542",3225,1744,7411,65526,54628,460
Americas,Northern America,Bermuda,2010,608,720,0,782,0,0,0,0,7
Americas,Northern America,Canada,2010,544231,92506,"39,489",196743,433133,291555,463451,656494,556
Americas,Northern America,United States of America,2010,6204601,739565,"2,279,100",2168459,99939,89741,99939,13122113,14722
Americas,South America,Bolivia (Plurinational State of),2010,5050,4113,"8,930",0,0,0,0,0,1273
Americas,South America,Brazil,2010,1382710,121486,"513,954",393431,0,0,0,0,43272
Americas,South America,Chile,2010,186982,30782,"60,148",114399,296023,28521,679244,519236,541
Americas,South America,Colombia,2010,91823,21449,"84,444",30384,98559,76542,86776,220278,15459
Americas,South America,Ecuador,2010,5020,10884,"11,800",0,0,0,0,20655,2623
Americas,South America,Guyana,2010,3906,23,"2,160",1863,32590,0,4717,0,140
Americas,South America,Paraguay,2010,31182,4757,"6,197",0,11711,2386,33271,17038,741
Americas,South America,Peru,2010,55828,15179,"45,464",0,262991,41045,0,75412,0
Americas,South America,Uruguay,2010,95269,0,"8,700",0,0,0,0,76709,205
Asia,Central Asia,Kazakhstan,2010,59988,2151,"55,140",32341,84411,31968,55682,84410,1387
Asia,Central Asia,Kyrgyzstan,2010,9886,765,"9,923",3694,15378,8524,15814,14627,909
Asia,Central Asia,Tajikistan,2010,3559,46,"9,317",659,0,0,0,7927,181
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2010,34343,945,0,4543,0,0,0,0,0
Asia,Eastern Asia,Japan,2010,618088,98266,"72,975",136750,148000,70971,513869,322620,465
Asia,Eastern Asia,Macao Special Administrative Region of China,2010,2812,410,929,201,0,0,0,0,0
Asia,Eastern Asia,Mongolia,2010,5777,146,"7,421",3784,0,7292,9638,19378,239
Asia,Eastern Asia,Republic of Korea,2010,269410,7441,"45,681",108920,1014849,215452,277400,0,485
Asia,South-Eastern Asia,Indonesia,2010,24456,35668,"117,863",53734,0,0,0,0,1058
Asia,South-Eastern Asia,Myanmar,2010,1723,1,0,11,0,0,0,18446,801
Asia,South-Eastern Asia,Philippines,2010,72947,8656,"95,390",0,196551,0,463711,29134,8645
Asia,South-Eastern Asia,Singapore,2010,18274,987,"13,604",820,0,0,20156,19712,19
Asia,South-Eastern Asia,Thailand,2010,54330,18607,"210,855",6440,624065,647630,672799,82808,3654
Asia,Southern Asia,Bhutan,2010,489,0,0,438,0,0,0,0,16
Asia,Southern Asia,India,2010,330312,147475,"368,998",90179,2763762,777572,15885237,2947122,46460
Asia,Southern Asia,Maldives,2010,4001,618,830,143,2685,0,0,4140,6
Asia,Southern Asia,Pakistan,2010,49243,35259,"75,586",16784,0,0,0,0,13190
Asia,Southern Asia,Sri Lanka,2010,12681,1693,"26,025",18344,0,0,0,53499,763
Asia,Western Asia,Armenia,2010,3664,60,"5,142",2423,12164,4402,4436,12164,56
Asia,Western Asia,Azerbaijan,2010,3868,36,"21,971",110,0,14312,0,18689,206
Asia,Western Asia,Cyprus,2010,1670,1705,636,3232,117854,75693,117854,9685,8
Asia,Western Asia,Georgia,2010,11371,0,"23,684",12407,20450,19940,19055,18219,187
Asia,Western Asia,Iraq (Central Iraq),2010,8169,0,"24,965",0,0,9927,22054,80612,2553
Asia,Western Asia,Israel,2010,72341,20333,"20,191",35617,0,0,47918,0,145
Asia,Western Asia,Jordan,2010,12200,2589,"8,434",3,509,0,0,0,116
Asia,Western Asia,Lebanon,2010,28715,9421,"5,060",0,57519,0,0,112612,163
Asia,Western Asia,State of Palestine,2010,2743,0,"12,520",22,0,7506,1301,0,32
Asia,Western Asia,Turkey,2010,179586,28359,"120,194",94289,3287783,1213217,3326765,1402368,3064
Europe,Eastern Europe,Belarus,2010,73590,932,"39,627",0,74100,0,0,74109,401
Europe,Eastern Europe,Bulgaria,2010,50479,3938,"9,379",24005,55210,39070,47548,59206,148
Europe,Eastern Europe,Czech Republic,2010,126311,13109,"21,900",58758,0,0,0,0,0
Europe,Eastern Europe,Hungary,2010,134196,6715,"16,328",44250,100082,89343,115747,163860,138
Europe,Eastern Europe,Poland,2010,203916,16539,"82,372",140085,549815,455649,1003360,516154,384
Europe,Eastern Europe,Republic of Moldova,2010,13646,118,"6,324",4523,16575,7815,0,2030,267
Europe,Eastern Europe,Romania,2010,48828,2531,"28,244",14197,56949,41891,56949,243035,404
Europe,Eastern Europe,Russian Federation,2010,1108369,47587,"818,037",356373,0,845071,1126143,1111145,0
Europe,Eastern Europe,Slovakia,2010,24464,3354,"10,031",14783,53557,31179,39820,52050,82
Europe,Eastern Europe,Ukraine,2010,254755,4278,"154,027",0,226385,168774,298982,226385,1988
Europe,Northern Europe,Denmark,2010,241703,552,"3,944",96683,411520,77914,93735,0,42
Europe,Northern Europe,Estonia,2010,25253,870,"3,393",0,11010,9131,0,16924,70
Europe,Northern Europe,Finland,2010,99434,10224,"3,364",32102,210036,206070,209077,302053,119
Europe,Northern Europe,Iceland,2010,4920,53,167,2866,0,0,0,0,2
Europe,Northern Europe,Ireland,2010,65416,11410,"4,318",25420,84139,0,0,0,55
Europe,Northern Europe,Latvia,2010,25659,1441,"6,780",1535,10937,9626,0,25614,70
Europe,Northern Europe,Lithuania,2010,26530,2060,"9,139",0,18275,13992,22599,21736,219
Europe,Northern Europe,Norway,2010,126685,10858,"3,564",21298,27469,14104,0,35888,29
Europe,Northern Europe,Sweden,2010,367965,33759,"6,846",92722,143188,138136,0,126451,91
Europe,Northern Europe,United Kingdom (England and Wales),2010,1478601,106162,"84,004",522683,1642548,1359715,1642548,0,633
Europe,Northern Europe,United Kingdom (Northern Ireland),2010,23579,2823,"1,465",11852,43725,39628,59556,0,23
Europe,Northern Europe,United Kingdom (Scotland),2010,107894,8716,"7,854",25017,62999,54766,64797,196095,100
Europe,Southern Europe,Albania,2010,3978,627,"4,657",231,10857,8510,10024,15107,127
Europe,Southern Europe,Andorra,2010,1117,0,44,133,733,187,239,3098,0
Europe,Southern Europe,Bosnia and Herzegovina,2010,11362,1628,"2,743",0,20010,17294,17963,27407,56
Europe,Southern Europe,Croatia,2010,13575,1382,"5,165",18452,0,25355,34128,31252,62
Europe,Southern Europe,Greece,2010,118518,27587,"12,349",80854,0,0,0,261533,176
Europe,Southern Europe,Holy See,2010,0,0, 	-   ,0,2,9,3,0,0
Europe,Southern Europe,Italy,2010,944025,197583,"69,263",0,1561537,254384,794942,867842,529
Europe,Southern Europe,Kosovo under UNSCR 1244,2010,15234,339,"1,333",7019,0,9925,15717,0,106
Europe,Southern Europe,Malta,2010,7769,372,584,1660,0,0,18001,4502,4
Europe,Southern Europe,Montenegro,2010,530,40,"1,457",1381,5588,673,2223,5833,15
Europe,Southern Europe,Portugal,2010,95064,20310,"11,839",50650,124186,77776,124186,208934,124
Europe,Southern Europe,Serbia,2010,15912,3282,"11,211",15177,58133,23321,30065,55264,130
Europe,Southern Europe,Slovenia,2010,28911,534,"1,351",13430,14680,8423,16281,20134,15
Europe,Southern Europe,Spain,2010,144618,65672,"73,929",200388,0,248313,0,322884,401
Europe,Southern Europe,The former Yugoslav Rep. of Macedonia,2010,4896,527,0,13399,0,0,0,0,0
Europe,Western Europe,Austria,2010,155857,4402,"8,813",66590,278848,38394,70872,237254,58
Europe,Western Europe,Belgium,2010,228355,19851,"10,561",91395,638423,140990,417265,275665,189
Europe,Western Europe,France,2010,1172553,195367,"60,544",327330,0,682489,1090509,1146315,796
Europe,Western Europe,Germany,2010,1219983,76123,"70,827",397341,1018006,813266,1018006,2152803,793
Europe,Western Europe,Liechtenstein,2010,174,3,76,102,2864,0,207,1049,1
Europe,Western Europe,Luxembourg,2010,7218,418,681,2413,0,0,0,20579,10
Europe,Western Europe,Netherlands,2010,662105,21730,"14,368",292585,208420,98150,124116,386430,144
Europe,Western Europe,Switzerland,2010,161278,7961,"5,765",62243,0,102365,0,121867,52
Oceania,Australia and New Zealand,Australia,2010,477265,47584,"29,700",208098,0,328888,661713,391248,231
Oceania,Australia and New Zealand,New Zealand,2010,116941,19991,"8,435",59323,122078,95129,122078,223451,43
Africa,Eastern Africa,Kenya,2011,13797,1269,"51,068",1874,0,0,348280,82242,2271
Africa,Eastern Africa,Madagascar,2011,48,16,"18,578",600,0,0,57894,34908,0
Africa,Eastern Africa,Mauritius,2011,9146,504,"2,706",1295,15115,24705,33886,19567,34
Africa,Eastern Africa,Uganda,2011,21672,495,"32,021",7753,0,0,0,49844,3753
Africa,Middle Africa,Cameroon,2011,17759,1150,"22,812",603,0,0,0,0,835
Africa,Middle Africa,Sao Tome and Principe,2011,20,0,0,0,0,0,0,0,6
Africa,Northern Africa,Algeria,2011,53202,2804,"50,000",9074,1124298,9729,1140493,180193,280
Africa,Northern Africa,Egypt,2011,87129,20231,"66,000",2673,0,0,0,59250,2703
Africa,Southern Africa,Botswana,2011,25291,327,"4,712",4261,0,0,0,208113,0
Africa,Western Africa,Cabo Verde,2011,3924,0,0,0,10326,0,0,16620,53
Americas,Caribbean,Bahamas,2011,1969,1330,"1,360",340,0,0,0,0,127
Americas,Caribbean,Barbados,2011,2338,91,"1,060",1762,85,0,0,3265,27
Americas,Caribbean,Grenada,2011,1304,0,457,1505,5237,1161,0,6346,4
Americas,Caribbean,Puerto Rico,2011,29273,5853,"11,470",16591,0,0,0,0,1164
Americas,Caribbean,St. Kitts and Nevis,2011,491,3,0,449,0,0,0,0,0
Americas,Caribbean,St. Vincent and the Grenadines,2011,2312,43,0,1769,0,0,0,0,0
Americas,Caribbean,Trinidad and Tobago,2011,3118,901,"4,287",4220,4321,42,225,4321,352
Americas,Central America,Belize,2011,932,92,"2,288",1094,0,0,0,4484,124
Americas,Central America,Costa Rica,2011,20512,5078,"12,154",17603,221069,7074,10997,0,474
Americas,Central America,El Salvador,2011,10871,1095,"25,367",479,42563,4108,42563,56001,4371
Americas,Central America,Guatemala,2011,8122,11960,0,1818,280502,6896,81469,39741,5681
Americas,Central America,Honduras,2011,4066,3200,"12,006",0,0,11015,12106,9340,7104
Americas,Central America,Mexico,2011,135171,230415,"213,758",195551,184711,107074,148385,0,27213
Americas,Central America,Panama,2011,18435,324,"13,207",3015,1829,7235,62109,55902,549
Americas,Northern America,Bermuda,2011,588,659,0,853,0,0,0,0,8
Americas,Northern America,Canada,2011,515591,82460,"40,229",180927,413218,279309,443068,629943,606
Americas,Northern America,United States of America,2011,6151095,716508,"2,252,500",2185140,102617,91938,102617,12408899,14661
Americas,South America,Bolivia (Plurinational State of),2011,4520,5938,"11,195",0,0,0,0,0,1236
Americas,South America,Brazil,2011,1240590,167109,"534,605",369526,0,0,0,0,48084
Americas,South America,Chile,2011,208131,34741,"59,261",124146,333104,24683,734527,515211,636
Americas,South America,Colombia,2011,101122,30722,"100,451",33261,105324,72242,82162,224715,16127
Americas,South America,Ecuador,2011,11714,10952,0,0,0,0,0,22138,2344
Americas,South America,Guyana,2011,1909,25,"2,035",1936,30310,0,4374,40416,130
Americas,South America,Paraguay,2011,33749,5119,"7,161",0,17438,1853,29739,20941,657
Americas,South America,Peru,2011,62383,15881,"49,206",0,291113,46004,0,74254,1617
Americas,South America,Uruguay,2011,97573,0,"9,070",0,0,0,0,62244,199
Asia,Central Asia,Kazakhstan,2011,121617,2930,"49,401",58168,83702,26219,50722,83702,1420
Asia,Central Asia,Kyrgyzstan,2011,12008,254,0,8600,16438,9199,18289,15883,467
Asia,Central Asia,Tajikistan,2011,3669,48,0,614,0,0,0,10423,126
Asia,Eastern Asia,Hong Kong Special Administrative Region of China,2011,35026,864,0,4382,0,0,0,0,0
Asia,Eastern Asia,Japan,2011,582767,94100,"69,876",126382,138456,65529,470516,305631,442
Asia,Eastern Asia,Macao Special Administrative Region of China,2011,3250,495,"1,030",237,0,0,0,0,0
Asia,Eastern Asia,Mongolia,2011,5276,178,"8,011",3760,0,8210,10517,17982,266
Asia,Eastern Asia,Republic of Korea,2011,281359,10354,"45,038",100086,917335,194718,278169,0,403
Asia,South-Eastern Asia,Indonesia,2011,26742,39217,0,49988,0,0,0,0,1467
Asia,South-Eastern Asia,Myanmar,2011,1802,10,"66,000",158,0,0,0,17674,1055
Asia,South-Eastern Asia,Philippines,2011,56349,8715,"100,590",0,199272,0,480466,24440,8489
Asia,South-Eastern Asia,Singapore,2011,17251,673,"13,164",637,0,0,16816,18561,16
Asia,South-Eastern Asia,Thailand,2011,45030,14545,"224,492",5980,611003,665448,690842,80813,3307
Asia,Southern Asia,Bhutan,2011,494,0,"1,001",412,0,0,0,0,32
Asia,Southern Asia,India,2011,340800,151200,"372,926",92504,2911052,764963,16363000,3145845,47640
Asia,Southern Asia,Maldives,2011,4734,802,0,111,2565,0,0,5279,3
Asia,Southern Asia,Pakistan,2011,51568,40103,"78,100",18073,0,0,0,0,13860
Asia,Southern Asia,Sri Lanka,2011,11835,1410,"23,213",17023,0,0,0,54521,732
Asia,Western Asia,Armenia,2011,4207,53,"4,532",2420,11802,3940,3994,11892,71
Asia,Western Asia,Azerbaijan,2011,5019,31,"20,546",702,0,13488,0,0,0
Asia,Western Asia,Cyprus,2011,1687,1783,622,3379,138744,86813,138744,6243,9
Asia,Western Asia,Iraq (Central Iraq),2011,9917,0,"26,369",0,0,12950,27666,94349,2518
Asia,Western Asia,Israel,2011,70809,20974,"18,967",32124,0,0,45749,208751,151
Asia,Western Asia,Jordan,2011,13994,4348,"6,262",3,1334,0,0,0,141
Asia,Western Asia,Lebanon,2011,32775,10479,"5,169",0,66451,0,0,112616,168
Asia,Western Asia,State of Palestine,2011,2297,0,"12,674",34,0,12269,1518,0,24
Asia,Western Asia,Turkey,2011,182401,27465,"128,253",100644,3317023,1237448,3164420,1501230,3061
Europe,Eastern Europe,Belarus,2011,73598,824,"36,652",0,66300,0,0,66315,373
Europe,Eastern Europe,Bulgaria,2011,47323,3234,"9,885",20272,57063,41013,47238,51277,128
Europe,Eastern Europe,Czech Republic,2011,124274,12393,"23,170",59672,0,0,0,0,0
Europe,Eastern Europe,Hungary,2011,129749,7051,"17,210",45273,88032,85110,111496,156736,145
Europe,Eastern Europe,Poland,2011,230247,16575,"82,832",135611,560949,446271,1007891,521942,422
Europe,Eastern Europe,Republic of Moldova,2011,15060,97,"6,480",6103,19053,8513,0,1940,304
Europe,Eastern Europe,Romania,2011,47322,1881,"30,694",16311,60980,47577,60980,212875,335
Europe,Eastern Europe,Russian Federation,2011,1038566,50279,"755,648",314243,0,782274,1048162,1041340,0
Europe,Eastern Europe,Slovakia,2011,22505,2694,"10,525",12884,52010,30110,38242,53023,88
Europe,Northern Europe,Denmark,2011,244099,456,"3,947",91732,430810,92522,108523,0,46
Europe,Northern Europe,Estonia,2011,20175,752,"3,400",0,11213,9992,0,19744,65
Europe,Northern Europe,Finland,2011,100501,11038,"3,268",33032,207064,202922,206068,302762,110
Europe,Northern Europe,Iceland,2011,4203,55,150,1900,1957,0,0,3895,3
Europe,Northern Europe,Ireland,2011,66581,10393,"4,216",27695,76881,0,0,0,42
Europe,Northern Europe,Lithuania,2011,27299,1807,"9,920",0,18436,13697,23079,21600,211
Europe,Northern Europe,Norway,2011,125937,9318,"3,866",17983,28656,13148,0,37048,111
Europe,Northern Europe,Sweden,2011,380558,33105,"6,669",94316,139619,136331,0,122057,81
Europe,Northern Europe,United Kingdom (England and Wales),2011,1481675,92056,"84,428",501048,1570312,1306509,1570312,0,526
Europe,Northern Europe,United Kingdom (Northern Ireland),2011,24480,2412,"1,673",11242,38330,40538,58229,0,22
Europe,Northern Europe,United Kingdom (Scotland),2011,108956,7060,"8,179",24222,62104,53249,64217,204239,93
Europe,Southern Europe,Albania,2011,4621,611,"4,659",265,10882,9754,11224,17773,142
Europe,Southern Europe,Andorra,2011,1063,0,49,103,759,136,162,3431,1
Europe,Southern Europe,Bosnia and Herzegovina,2011,6737,1091,"2,757",14619,22448,15709,20414,29113,51
Europe,Southern Europe,Croatia,2011,15929,1315,"5,084",19237,70250,24203,32292,30929,49
Europe,Southern Europe,Greece,2011,129148,32242,"12,479",87142,0,0,0,135088,184
Europe,Southern Europe,Holy See,2011,0,0, 	-   ,0,2,5,3,0,0
Europe,Southern Europe,Italy,2011,1038883,198774,"68,325",0,1543054,266039,774575,900870,552
Europe,Southern Europe,Kosovo under UNSCR 1244,2011,17141,434,"1,441",7604,25703,18367,24935,0,62
Europe,Southern Europe,Malta,2011,8520,364,584,1684,1577,0,14064,5075,3
Europe,Southern Europe,Montenegro,2011,673,48,"1,328",1234,5684,1121,2133,5067,21
Europe,Southern Europe,Portugal,2011,98398,19500,"12,955",52086,120604,77811,120604,206492,114
Europe,Southern Europe,Serbia,2011,17529,3370,"11,070",17430,58798,33097,42579,52288,135
Europe,Southern Europe,Slovenia,2011,30677,528,"1,273",13696,13867,7965,14719,19177,16
Europe,Southern Europe,Spain,2011,155122,51799,"70,472",169383,0,256391,0,377965,385
Europe,Southern Europe,The former Yugoslav Rep. of Macedonia,2011,5065,487,0,14465,0,0,0,0,0
Europe,Western Europe,Austria,2011,149614,4364,"8,954",65508,283954,36461,69426,257090,75
Europe,Western Europe,Belgium,2011,242399,19375,0,97620,637694,142882,437763,284684,214
Europe,Western Europe,France,2011,1163793,186824,"64,787",345500,689029,663417,1068210,1172547,856
Europe,Western Europe,Germany,2011,1276065,70841,"69,543",421243,1003458,807815,1003458,2112843,738
Europe,Western Europe,Liechtenstein,2011,184,1,71,98,1066,0,170,1379,0
Europe,Western Europe,Luxembourg,2011,8775,456,637,3579,0,0,0,23945,4
Europe,Western Europe,Netherlands,2011,669680,21010,"13,969",304045,227953,93362,122592,376685,143
Europe,Western Europe,Switzerland,2011,189520,8010,"5,626",65172,0,95976,0,119634,46
Oceania,Australia and New Zealand,Australia,2011,501295,49581,"29,106",209146,0,292881,586566,383147,248
Oceania,Australia and New Zealand,New Zealand,2011,114718,20724,"8,467",59518,109093,86834,109093,210341,39
Africa,Eastern Africa,Burundi,2012,868,0,"6,369",0,20161,0,14774,17758,500
Africa,Eastern Africa,Kenya,2012,14111,1199,"44,522",1826,0,0,346384,84134,2374
Africa,Eastern Africa,Madagascar,2012,61,16,"19,150",435,0,0,34029,31024,0
Africa,Eastern Africa,Uganda,2012,20649,926,"35,212",7340,0,0,0,53254,4066
Africa,Eastern Africa,United Republic of Tanzania,2012,537,3904,"33,338",16370,0,0,0,59698,4092
Africa,Middle Africa,Cameroon,2012,15752,1332,"22,891",705,38821,0,0,0,880
Africa,Northern Africa,Algeria,2012,39787,3778,"50,100",8790,1178058,9366,0,185147,523
Africa,Northern Africa,Morocco,2012,96321,10221,"70,675",0,0,0,0,351947,383
Africa,Western Africa,Cabo Verde,2012,3767,53,"1,348",0,12597,0,0,18471,56
Africa,Western Africa,Nigeria,2012,22626,1239,"51,560",1964,0,0,0,0,0
Americas,Caribbean,Bahamas,2012,1985,1332,"1,433",310,0,0,0,0,111
Americas,Caribbean,Barbados,2012,2376,68,"1,045",1954,61,0,0,3116,22
Americas,Caribbean,Dominican Republic,2012,10047,7930,"24,044",10047,0,0,0,49874,2268
Americas,Caribbean,Grenada,2012,1536,0,489,1731,0,1214,0,5847,14
Americas,Caribbean,Jamaica,2012,3188,236,"4,364",3237,691,244,0,0,1099
