Region,Sub Region,Country,Year,theft_count,Theft_private_cars_count,prison_count,burglary_count,cjs_total_prosecuted,cjs_total_convicted,cjs_total_court,cjs_total_contact,homicide_count
Africa,Western Africa,Cabo Verde,2015,4161,75,0,0,23671,0,0,16555,46
Africa,Western Africa,Senegal,2015,2503,2,0,50,0,0,0,13636,0
Americas,Caribbean,Barbados,2015,1694,111,954,1498,43,885,2036,2758,31
Americas,Caribbean,Dominican Republic,2015,1117,5873,"24,602",6565,72843,0,0,0,0
Americas,Caribbean,Grenada,2015,2081,0,502,713,0,0,0,4969,6
Americas,Caribbean,Jamaica,2015,335,603,"3,854",1811,0,0,0,0,1208
Americas,Caribbean,Puerto Rico,2015,24493,4074,"11,364",9150,0,0,0,0,614
Americas,Caribbean,Trinidad and Tobago,2015,1870,785,"7,447",2111,3398,77,266,3389,420
Americas,Central America,Belize,2015,789,127,"1,442",742,0,0,0,4138,119
Americas,Central America,El Salvador,2015,8539,2163,"32,645",261,53544,6012,38845,39645,6656
Americas,Central America,Guatemala,2015,47148,3231,"18,996",50153,462942,0,0,0,4778
Americas,Central America,Honduras,2015,2911,143,"16,158",14826,0,4716,22263,21895,5148
Americas,Central America,Mexico,2015,265023,94521,"221,439",84935,1077197,40188,239124,172028,20762
Americas,Central America,Panama,2015,18877,1118,"16,824",1045,577,5565,75720,66897,471
Americas,Northern America,Bermuda,2015,1409,771,209,604,0,0,0,5427,4
Americas,Northern America,Canada,2015,502620,78800,"41,145",159227,345238,217577,373637,1021931,610
Americas,Northern America,United States of America,2015,5723500,713100,"2,172,800",1587600,79834,73125,79834,10797088,15883
Americas,South America,Argentina,2015,271921,37189,"72,693",0,0,36519,0,0,2837
Americas,South America,Chile,2015,185542,31973,"47,772",214899,321446,26089,415931,432018,610
Americas,South America,Colombia,2015,78595,35005,"120,444",43590,139171,63396,73106,260543,12782
Americas,South America,Ecuador,2015,33572,0,0,94329,0,0,0,0,1052
Americas,South America,Guyana,2015,5171,52,"1,998",259,40447,0,4145,46716,149
Americas,South America,Paraguay,2015,38025,4004,"12,896",4929,19711,3711,0,15523,617
Americas,South America,Peru,2015,94480,16501,"77,242",0,486017,63029,0,96713,2247
Americas,South America,Uruguay,2015,104443,16350,"9,996",0,0,0,0,90141,293
Asia,Central Asia,Kazakhstan,2015,208907,3785,"42,114",0,108455,29156,42305,108455,853
Asia,Central Asia,Kyrgyzstan,2015,9894,307,"10,147",1351,18601,7475,19126,16757,305
Asia,Eastern Asia,Japan,2015,411350,49307,"58,497",86373,124716,59375,367310,304868,363
Asia,Eastern Asia,Macao Special Administrative Region of China,2015,2647,247,"1,280",163,0,0,0,0,0
Asia,Eastern Asia,Mongolia,2015,9169,367,"5,471",4207,21946,7696,11603,24857,184
Asia,Eastern Asia,Republic of Korea,2015,245853,4608,"54,667",67260,835691,215063,257984,1771390,375
Asia,South-Eastern Asia,Indonesia,2015,26298,38389,"173,572",41100,0,0,0,0,1491
Asia,South-Eastern Asia,Myanmar,2015,2925,10186,0,18,0,0,0,0,1152
Asia,South-Eastern Asia,Philippines,2015,82751,12900,"139,469",0,240683,0,493732,0,9646
Asia,South-Eastern Asia,Singapore,2015,15207,302,"12,640",250,0,0,12362,16929,14
Asia,South-Eastern Asia,Thailand,2015,39371,10024,"323,473",4294,748193,745355,934686,95639,2387
Asia,Southern Asia,Pakistan,2015,38902,27067,"80,169",15736,0,0,0,0,9486
Asia,Southern Asia,Sri Lanka,2015,6425,1279,"19,067",12707,21431,8326,0,35178,487
Asia,Western Asia,Armenia,2015,5365,57,"3,873",2516,3328,2844,2908,10972,75
Asia,Western Asia,Cyprus,2015,918,961,547,1948,96039,54095,96039,5218,15
Asia,Western Asia,Lebanon,2015,25030,906,"6,325",0,0,0,0,0,231
Asia,Western Asia,Turkey,2015,213310,0,"178,257",0,2614148,521213,0,0,0
Asia,Western Asia,United Arab Emirates,2015,6211,758,0,1558,0,0,0,0,60
Europe,Eastern Europe,Bulgaria,2015,38315,4023,"7,408",12035,38861,27787,32985,40825,126
Europe,Eastern Europe,Czech Republic,2015,84793,11328,"20,866",34476,0,0,0,0,0
Europe,Eastern Europe,Hungary,2015,111326,3175,"17,449",28595,75299,70805,75573,0,221
Europe,Eastern Europe,Poland,2015,145228,15310,"72,695",94680,393819,272271,994733,319399,298
Europe,Eastern Europe,Romania,2015,108439,4659,"28,334",29562,58909,42276,58909,184526,291
Europe,Eastern Europe,Russian Federation,2015,1111925,44566,"646,085",261463,0,734581,988074,1075333,16646
Europe,Eastern Europe,Slovakia,2015,24091,1932,"9,913",6862,43772,29691,36598,46429,44
Europe,Northern Europe,Denmark,2015,225868,230,"3,203",63343,96312,202314,217053,35180,62
Europe,Northern Europe,Estonia,2015,11354,505,"2,823",0,8047,7375,0,0,45
Europe,Northern Europe,Finland,2015,122226,6722,"3,135",24659,185292,181694,184567,398477,82
Europe,Northern Europe,Iceland,2015,4032,69,146,1273,2395,0,0,3940,3
Europe,Northern Europe,Ireland,2015,75864,6452,"3,755",26261,0,0,436471,0,31
Europe,Northern Europe,Latvia,2015,19387,1483,"4,409",501,10060,9558,0,23235,67
Europe,Northern Europe,Lithuania,2015,22783,1138,"7,355",2999,19661,17273,22623,26825,172
Europe,Northern Europe,Norway,2015,114828,5365,"4,056",0,64274,66432,0,80340,24
Europe,Northern Europe,Sweden,2015,399646,26516,"5,691",90059,83964,59344,0,174986,112
Europe,Northern Europe,United Kingdom (England and Wales),2015,1263346,74556,"84,444",400417,1481472,1241080,1481472,0,570
Europe,Northern Europe,United Kingdom (Northern Ireland),2015,25714,1698,"1,447",9166,39810,31413,39810,0,23
Europe,Northern Europe,United Kingdom (Scotland),2015,86748,5028,"7,676",17637,0,0,0,0,59
Europe,Southern Europe,Albania,2015,7187,277,"5,981",231,19721,16141,17533,34093,82
Europe,Southern Europe,Andorra,2015,1046,0,41,80,770,156,220,2110,0
Europe,Southern Europe,Bosnia and Herzegovina,2015,4874,1278,"2,730",2828,20026,17471,19973,22186,57
Europe,Southern Europe,Croatia,2015,13547,760,"3,341",14968,59427,12972,15690,19783,37
Europe,Southern Europe,Greece,2015,100805,26658.0771301521,"9,611",65116.5042672835,0,0,0,110361,93
Europe,Southern Europe,Holy See,2015,0,0,1,0,15,8,19,0,0
Europe,Southern Europe,Italy,2015,1045374,165650,"53,410",0,1610495,220965,715337,962247,469
Europe,Southern Europe,Kosovo under UNSCR 1244,2015,12295,280,"1,478",5681,35844,16907,24438,0,42
Europe,Southern Europe,Malta,2015,8653,229,565,1361,2697,0,14409,5437,4
Europe,Southern Europe,Montenegro,2015,827,32,"1,131",939,6953,2755,4697,3852,17
Europe,Southern Europe,Portugal,2015,86417,12017,"14,373",29386,90069,59126,90069,183952,100
Europe,Southern Europe,Serbia,2015,24483,1690,"10,064",22501,43569,35115,44565,49456,104
Europe,Southern Europe,Slovenia,2015,22798,775,"1,399",10251,12093,8241,13369,16041,20
Europe,Southern Europe,Spain,2015,205751,31137,"61,614",197428,0,235875,0,377694,302
Europe,Western Europe,Austria,2015,140254,9743,0,79152,0,32118,0,250580,46
Europe,Western Europe,Belgium,2015,186586,14840,"10,994",87691,543239,132122,339333,244796,230
Europe,Western Europe,France,2015,1397363,168072,"66,678",379253,661865,637490,1071218,1091700,1012
Europe,Western Europe,Germany,2015,1348955,56563,"63,020",463929,910681,739487,910681,2369036,682
Europe,Western Europe,Liechtenstein,2015,193,8,53,168,1008,0,154,1707,0
Europe,Western Europe,Monaco,2015,544,0,34,16,713,566,590,0,0
Europe,Western Europe,Netherlands,2015,335147,35921,"10,850",96582,187950,91446,105481,283510,104
Europe,Western Europe,Switzerland,2015,155002,6322,"6,498",52569,0,108099,0,121469,57
Oceania,Australia and New Zealand,Australia,2015,561174,46543,"36,134",184007,0,313323,588167,417051,236
Africa,Eastern Africa,Kenya,2016,1355,425,"48,500",1452,0,0,0,0,2363
Africa,Western Africa,Senegal,2016,154,7,"9,544",45,0,0,0,1547,0
Americas,Caribbean,Barbados,2016,1701,106,0,1833,116,1337,2485,2691,22
Americas,Caribbean,Dominican Republic,2016,874,5455,"16,750",6110,84421,0,0,0,1616
Americas,Caribbean,Grenada,2016,2476,0,457,679,0,0,0,4613,11
Americas,Caribbean,Jamaica,2016,188,0,"3,799",1308,0,17709,32457,0,1354
Americas,Caribbean,Puerto Rico,2016,23163,3788,"10,727",8292,0,0,0,0,704
Americas,Central America,Belize,2016,752,105,"1,898",800,0,6496,11574,4093,138
Americas,Central America,Guatemala,2016,49114,2708,"21,031",45429,0,0,0,0,4520
Americas,Central America,Honduras,2016,3088,98,"17,494",13518,0,5900,22730,0,5150
Americas,Central America,Mexico,2016,309692,115468,"190,175",84717,1015716,39373,172042,92462,24559
Americas,Central America,Panama,2016,15983,879,"16,583",910,416,7210,59875,61684,405
Americas,Northern America,Bermuda,2016,1352,770,0,749,0,0,0,5200,8
Americas,Northern America,Canada,2016,511054,78710,"41,145",158673,0,0,0,1005466,612
Americas,Northern America,United States of America,2016,5638500,765500,"2,162,400",1515096,77152,70021,77152,10662252,17413
Americas,South America,Argentina,2016,270125,0,"76,261",0,0,37063,0,0,2625
Americas,South America,Chile,2016,173528,29785,"48,922",213769,424448,25360,402503,0,612
Americas,South America,Colombia,2016,86564,39388,"118,532",47176,0,0,0,0,12402
Americas,South America,Ecuador,2016,31782,0,"34,665",82366,0,0,0,0,963
Americas,South America,Guyana,2016,4816,54,"2,192",218,42649,29567,0,54853,142
Americas,South America,Paraguay,2016,42381,0,"13,345",0,0,0,0,0,599
Americas,South America,Peru,2016,94907,17544,"82,023",0,590977,85368,0,111233,2435
Americas,South America,Uruguay,2016,110401,15741,"10,561",0,0,0,0,88438,268
Asia,Central Asia,Kyrgyzstan,2016,9292,245,"10,328",1357,17379,7870,0,16607,267
Asia,Eastern Asia,Japan,2016,374497,35959,"55,967",76477,118290,57578,349490,289016,362
Asia,Eastern Asia,Macao Special Administrative Region of China,2016,2932,185,"1,271",82,0,0,0,0,0
Asia,Eastern Asia,Mongolia,2016,9065,404,"5,692",4130,22121,6566,10120,23805,171
Asia,Eastern Asia,Republic of Korea,2016,203037,3501,"57,675",47745,878807,230879,268510,1847605,361
Asia,South-Eastern Asia,Indonesia,2016,26636,37871,"202,621",46277,0,0,0,0,1292
Asia,South-Eastern Asia,Myanmar,2016,3125,1336,"79,668",25,0,0,0,0,1198
Asia,South-Eastern Asia,Philippines,2016,49634,9334,"170,543",0,283803,0,0,0,11379
Asia,South-Eastern Asia,Singapore,2016,13665,165,"12,454",212,0,0,10863,17254,18
Asia,South-Eastern Asia,Thailand,2016,33042,5723,"325,298",3088,703769,695256,938594,0,2229
Asia,Southern Asia,Nepal,2016,1274,0,"17,966",102,0,0,0,0,627
Asia,Southern Asia,Pakistan,2016,40388,23813,"84,315",14572,0,0,0,0,8516
Asia,Southern Asia,Sri Lanka,2016,6163,1241,"17,478",10287,19496,6894,0,35552,530
Asia,Western Asia,Armenia,2016,5677,49,"3,833",2514,3516,2533,0,11194,87
Asia,Western Asia,Azerbaijan,2016,2407,252,"23,311",4989,0,13758,0,13959,208
Asia,Western Asia,Cyprus,2016,722,989,586,1687,82891,45324,82891,4474,13
Asia,Western Asia,Turkey,2016,169917,0,"200,727",0,2670677,451847,0,0,0
Asia,Western Asia,United Arab Emirates,2016,4803,750,0,942,0,0,0,0,66
Europe,Eastern Europe,Bulgaria,2016,32727,3210,"7,345",10161,38469,28301,34101,46191,79
Europe,Eastern Europe,Czech Republic,2016,71872,8734,"22,481",28220,0,0,0,0,0
Europe,Eastern Europe,Hungary,2016,93592,0,"17,658",0,73915,69371,73947,97151,202
Europe,Eastern Europe,Poland,2016,126392,14340,"72,209",79928,302803,300867,895116,312423,260
Europe,Eastern Europe,Romania,2016,92099,1364,"27,455",27332,63722,32720,63722,193790,247
Europe,Eastern Europe,Russian Federation,2016,736089,34848,"630,155",238321,0,740380,981133,1015875,15864
Europe,Eastern Europe,Slovakia,2016,15870,1671,"9,995",6260,39139,27187,33300,43426,57
Europe,Northern Europe,Denmark,2016,225511,241,"3,408",60136,89760,196486,210867,34850,56
Europe,Northern Europe,Finland,2016,114490,5991,"3,156",24594,159319,156034,158795,401952,74
Europe,Northern Europe,Iceland,2016,3472,57,124,1038,2333,0,0,3844,1
Europe,Northern Europe,Ireland,2016,64981,4857,"3,716",18438,0,0,0,0,37
Europe,Northern Europe,Latvia,2016,14570,975,"4,243",6365,12580,8929,0,14997,69
Europe,Northern Europe,Lithuania,2016,19963,1263,"6,815",2657,17612,15508,20147,21094,153
Europe,Northern Europe,Norway,2016,104507,4468,"3,850",0,64500,0,0,80001,27
Europe,Northern Europe,Sweden,2016,375396,25184,"5,658",89055,79026,56659,0,172833,106
Europe,Northern Europe,United Kingdom (England and Wales),2016,1329346,87103,"83,604",404282,1445304,1231726,1445304,0,706
Europe,Northern Europe,United Kingdom (Northern Ireland),2016,24070,1561,"1,407",7394,37637,29912,37637,0,18
Europe,Northern Europe,United Kingdom (Scotland),2016,84867,5216,"7,552",16299,0,0,0,0,65
Europe,Southern Europe,Albania,2016,5633,298,"6,031",0,17446,14614,15959,34674,99
Europe,Southern Europe,Bosnia and Herzegovina,2016,4491,1029,"2,832",2639,17223,16592,17448,21589,45
Europe,Southern Europe,Croatia,2016,12739,890,"3,108",12403,61726,13777,16311,18728,44
Europe,Southern Europe,Greece,2016,101777,26312.8868392206,"9,560",65720.9074686707,0,0,0,111534,84
Europe,Southern Europe,Kosovo under UNSCR 1244,2016,12593,295,"1,648",5954,39291,18551,28626,0,38
Europe,Southern Europe,Montenegro,2016,506,38,"1,123",847,7334,3712,4229,3606,28
Europe,Southern Europe,Portugal,2016,77774,11531,"13,917",26193,85547,56465,85547,173696,66
Europe,Southern Europe,Serbia,2016,22441,1507,"10,672",19675,44963,34557,42115,49503,123
Europe,Southern Europe,Slovenia,2016,21395,815,"1,308",10707,11388,7006,11676,14074,10
Europe,Southern Europe,Spain,2016,163077,31678,"59,589",195910,0,232058,277237,365072,294
Europe,Western Europe,Austria,2016,143531,9023,"8,619",80503,0,30450,0,270160,57
Europe,Western Europe,France,2016,1381425,161512,"68,432",382910,662993,645336,1057027,1059237,874
Europe,Western Europe,Germany,2016,1290481,59633,"64,291",432730,900615,737873,900615,2360806,963
Europe,Western Europe,Liechtenstein,2016,196,4,72,141,964,0,158,1647,0
Europe,Western Europe,Monaco,2016,416,0,31,14,529,0,0,0,0
Europe,Western Europe,Netherlands,2016,304273,31301,"10,601",84371,186386,81799,104758,0,94
Europe,Western Europe,Switzerland,2016,143671,6045,"6,541",46539,0,105872,0,121657,45
Oceania,Australia and New Zealand,Australia,2016,593369,51012,"38,845",188756,0,316642,602759,422067,227
